Marianne whi 2 Sri
Lisa eggpla 0 Russian
Willie zucchi 0 South
Carlos celad 1 Pal
Malcolm lem 0 Serb
Travis cerule 1 Comor
Janet schoo 1 Icela
Lazaro cinnab 1 Ir
Tracey tenn 1 Sao
Winston aquamari 0 Cana
Corey midnigh 0 Baham
Beverly cinnab 1 Grena
David oran 0 La
Claire persimm 1 Spa
Donald tangeri 1 Mauriti
Charles den 0 Armen
Olga fl 0 Sao
Scott r 2 Vietn
David oran 0 Rwan
Josie bron 0 Nicarag
Keith asparag 2 La
Sheila firebri 1 Kuwa
Kevin bl 0 Ugan
Sandra indi 1 Ma
Raymond vermili 2 Lib
Sheila pi 1 Ireland
George seashe 2 Slovak
Jeffrey turquoi 0 Venezue
Dan law 1 Chi
Rebecca orch 0 Sud
Cecil hollywoo 1 Isra
Donna goldenr 1 Austral
Sharmaine frenc 1 Bulgar
Timothy aquamari 2 Tanzan
Gary cor 1 Malays
Terrence cardin 2 Ita
Gilbert chestn 0 Mongol
Robert lim 1 Guya
Doug burgun 2 Croat
Barbara cherr 2 Sloven
Brenda sapphi 0 Maldiv
Virginia shockin 2 Burki
Marvin cardin 0 Korea
Robert ceri 2 Georg
Verna firebri 1 Syr
Lee maro 2 Tunis
Theresa capu 0 Mauritan
Ben azu 2 Switzerla
John och 0 Saint
William aquamari 2 Congo
Steve razzmata 0 Leban
George azu 0 Braz
Nancy cor 2 Tuva
Faye burgun 1 Sloven
Emmy bond 1 Eston
Yolonda sma 0 South
Marian roya 2 Vatican
Roy mos 2 Vatican
Peter se 0 Lib
Sharon ec 0 Armen
Ismael asparag 1 Zimbab
Mike gr 1 Zimbab
Thomas go 0 Mozambiq
David alizar 2 Isra
Mary tyria 2 Ugan
Joseph bl 0 Andor
Willard magnol 2 Syr
Brian r 0 Colomb
Evelyn periwink 1 Guatema
Francisco orch 2 Liechtenste
James kha 2 Burki
Sharika chartreu 2 Saudi
Suzan va 1 Ivory
Ramon sk 1 Lithuan
Charles indi 2 Venezue
Matthew charco 2 Mal
Alexis midnigh 0 Costa
Holly tau 0 Macedon
William chocola 2 Uzbekist
Pearlie te 0 Pola
Bessie min 1 Chi
Raymond tenn 2 Guin
Irene viol 2 Burun
Edith magnol 0 Congo
Frank persimm 1 Philippin
Clifford shamroc 2 Philippin
Sheila cherr 1 Russian
Mei fl 2 Jamai
Lola bl 0 Cypr
Marion bron 2 Swed
Cecil sep 2 Mauritan
Isabel cor 2 Djibou
Donna pin 1 Roman
Rose robi 0 Tunis
Alfonzo blu 0 Gha
Willis magnol 2 Niger
Timothy dandeli 1 Andor
Wayne magen 0 Guin
Steve co 2 Sud
Jack bu 1 Ecuad
Herman navaj 2 Guin
Rosie sand 1 Philippin
Clinton go 1 Ma
Carson tyria 2 Argenti
Ross magen 0 South
Ray r 1 Saudi
Sherry carro 0 Ango
Andre pea 1 Vatican
Ricky whi 1 Botswa
Sandra cor 2 Qat
Cheryl titaniu 1 Norw
Kathy r 1 La
Elizabeth saffr 2 Kiriba
Sandra myrt 0 Rwan
Ramon bei 2 Marshall
Charles stee 1 Con
Henry bla 2 La
Cynthia copp 2 Braz
Christine saffr 1 Maldiv
William pl 1 Icela
Shelly champag 1 Pe
William orch 2 Colomb
Eileen coba 0 Saint
Jerome pi 1 Ecuad
Paul firebri 0 Dominican
Ruth asparag 0 New
Vivian pi 2 Vanua
Beverly cerule 1 St
May tau 1 United
Bruce pea 2 Philippin
Jennie cre 1 Alban
Sarah bra 1 Thaila
Eileen psychedeli 1 Chi
Robert zucchi 2 Tajikist
