Carmen se 1 Vatican
Gwendolyn sprin 0 Sud
Joy tenn 2 New
Gary tenn 2 Uzbekist
Kelly bron 2 Lib
Larry se 2 Beli
Chelsey bist 2 Ireland
Lloyd te 1 Micrones
Edward pea 0 Pana
Stephine periwink 0 Monteneg
Carroll stee 1 Gha
Jerry fl 1 United
Sadie orch 1 Seychell
Maria eggpla 0 Netherlan
David cerule 0 Beli
Joyce go 0 Uzbekist
Joshua amb 1 East
Chris myrt 0 Azerbaij
Daniel cy 0 Marshall
Linda thist 0 Braz
Lawrence co 0 Chi
Elizabeth cerule 1 Somal
Marilyn lim 0 Tajikist
Leann myrt 2 Somal
Jocelyn tenn 1 Tuva
Michael coba 2 Colomb
Lashawn ec 0 Swed
Tara bei 0 La
Kathy platin 0 Beli
Adrian bla 1 Zimbab
George wister 0 South
Lois malachi 1 Nep
Michael capu 0 Zimbab
Martha amethy 0 Vanua
Garnett thist 0 Namib
Billy lil 2 Botswa
Jeffrey ultramari 0 Singapo
Joel carmi 2 Sri
Mary sprin 2 Serb
Eleanor dandeli 0 Tuva
John asparag 2 Trinidad
Matthew maro 2 Fi
Julie bond 0 Niger
Allen pi 1 Ind
Jeanette cre 1 Portug
Joy amethy 0 Switzerla
Kim min 0 Fi
Steven pu 1 Netherlan
Brandon bla 1 Domini
Matthew toma 1 Myanmar,
Vicki olivi 1 Hunga
Tim ja 0 Icela
Christina frenc 2 Bahra
Frederick chestn 1 Gamb
Minnie pl 2 Sri
Jorge pea 0 Moroc
Linda apric 1 Spa
Yvonne purp 0 Surina
Lydia cinnab 1 Uzbekist
Wade ru 0 Luxembou
Arthur emera 2 Korea
Leah shockin 2 Bahra
Robert offic 1 Zamb
Chris whi 0 Niger
Victor safet 1 Equatorial
Sharon turquoi 2 Madagasc
Vickey sk 0 Yem
Luke fal 2 Dominican
John tenn 1 Marshall
Julie saffr 2 Congo
Kathleen mist 2 Pakist
Ronald hollywoo 0 Comor
Larry platin 1 Surina
Louise titaniu 0 Belgi
John aq 1 Urugu
Tyesha quart 1 Finla
Anne azu 2 Somal
George turquoi 1 Argenti
Ramona min 2 Comor
Kyle pe 0 Ivory
Carol mau 0 Ken
Jean orch 2 Madagasc
Latonya pi 1 Norw
Virginia sprin 0 Mauriti
Debra bond 2 Ir
David ec 2 Bahra
Ashely terr 2 Niger
Donald tau 0 Surina
Dorothy ru 0 Vietn
Clarence copp 1 Denma
Virginia cinnab 1 United
John vermili 2 Ir
Louise lavend 1 Madagasc
Alexander oli 0 Zamb
Thomas amb 2 Mozambiq
Eric blu 0 Antigua
Orlando magen 0 Eston
Eugene asparag 0 Swed
Charles toma 0 Jap
John amaran 2 Kuwa
